ID,名前,ルビ,ボード,登場作品,性別,属性,ポジション,カテゴリ,年代区分,学年,チーム,説明文,キック,コントロール,テクニック,プレッシャー,フィジカル,アジリティ,インテリジェンス,ビルド,合計値,シュートAT,フォーカスAT,フォーカスDF,城壁DF,スクランブルAT,スクランブルDF,KP
4263,タウ・リン,たう・りん,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,風,DF,選手,超越,-,無所属,香水が好きで 色々な調合を自作している。 新作の香水は 元気が出る匂いと評判だ。,110,116,117,127,133,113,145,ひっさつ,861,226,288,318.5,260,278,272,1105
4264,ジアゾ・カゴーブツ,じあぞ・かごーぶつ,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,林,GK,選手,超越,-,無所属,歩く爆発物と呼ばれる 超短気な危険人物。 いつも暴れまわっており 生傷が絶えない。,110,120,113,123,133,141,120,せいぎ,860,230,288,303.5,256,253,243,1209
4265,サリチ・ルーサン,さりち・るーさん,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,火,MF,選手,超越,-,無所属,日夜ケンカの仲裁に駆け回る心優しい人。 つい 他人の苦労を背負いすぎてしまう。,130,141,137,113,114,105,126,ひっさつ,866,271,343,315.5,227,240,239,988
4266,メタ・ノール,めた・のーる,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,MF,選手,超越,-,無所属,顔にある模様は 実はナノマシンの集合体。 高すぎる身体能力を 抑制しているらしい。,130,141,137,113,114,105,126,きずな,866,271,343,315.5,227,240,239,988
4267,ヘモ・グロービン,へも・ぐろーびん,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,林,GK,選手,超越,-,無所属,ゲームメイクに秀でたゴールキーパー。 真紅に染まる瞳でフィールドを支配する。,110,120,113,127,133,137,120,カウンター,860,230,288,301.5,260,253,247,1201
4268,シリカ・ゲール,しりか・げーる,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,風,DF,選手,超越,-,無所属,かなりの乾燥肌に悩まされているらしく 水が豊富な惑星に移住するのが 将来の夢。,110,116,117,127,133,113,145,カウンター,861,226,288,318.5,260,278,272,1105
4269,ゴルジー・タイ,ごるじー・たい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,山,DF,選手,超越,-,無所属,豪快な見た目と違い 整理整頓が大好きで 友達から部屋の掃除を頼まれることが多い。,110,116,117,127,133,113,145,ラフ,861,226,288,318.5,260,278,272,1105
4270,イーワーズ・モガナー,いーわーず・もがなー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,FW,選手,超越,-,無所属,いつも思わせぶりなことを言っているが 詳しいことは 何一つ教えてくれない。,154,145,133,107,105,105,116,カウンター,865,299,355,301.5,212,221,223,949
4271,ネミー・ミーニミズ,ねみー・みーにみず,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,MF,選手,超越,-,無所属,いつ見ても眠そうでフラフラしているが 本人は 全然眠くないと主張している。,130,141,137,113,114,105,126,ラフ,866,271,343,315.5,227,240,239,988
4272,スメバミィ・ヤッコ,すめばみぃ・やっこ,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,山,FW,選手,超越,-,無所属,何でも前向きに考えるポジティブガール。 彼女の怒った顔や泣き顔を見た者はいない。,154,145,133,107,105,105,116,テンション,865,299,355,301.5,212,221,223,949
4273,ハナモハ・ジーラウ,はなもは・じーらう,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,林,MF,選手,超越,-,無所属,生まれた星など 謎に満ちた不思議ちゃん。 １００年前から姿が変わってないという噂も。,126,145,147,107,105,105,130,ひっさつ,865,271,355,329.5,212,235,237,949
4274,ナクテーナ・ナクセー,なくてーな・なくせー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,林,FW,選手,超越,-,無所属,なんでもパーフェクトにこなす超人だが そんな彼女にだって いくつか欠点がある。,154,145,133,107,105,105,116,きずな,865,299,355,301.5,212,221,223,949
4275,シージュウ・ハチクセー,しーじゅう・はちくせー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,山,MF,選手,超越,-,無所属,非常に欠点が多いが 不思議と人望があり いつもたくさんの友達に囲まれている。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
4276,ネジーボ・ルートナット,ねじーぼ・るーとなっと,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,不明,火,GK,選手,超越,-,無所属,旧式のロボットだけに 構造がシンプルで メンテさえすれば永久に動き続けるらしい。,110,120,113,127,133,137,120,きずな,860,230,288,301.5,260,253,247,1201
4277,ホッコリマ・ミレー,ほっこりま・みれー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,山,FW,選手,超越,-,無所属,注目を浴びたくない一心で体毛を伸ばし すべてを覆い隠すことに成功した美少女。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
4278,ニーゲ・ルガカッチ,にーげ・るがかっち,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,MF,選手,超越,-,無所属,驚異的な逃げ足の速さを誇るサッカー選手。 試合においても勝ち逃げのパターンが多い。,130,141,137,113,114,105,126,きずな,866,271,343,315.5,227,240,239,988
4279,クービー・レヅタ,くーびー・れづた,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,FW,選手,超越,-,無所属,頭に生える触手は 栄養価が高く美味。 空腹時には ちぎりとって食べるという。,154,145,133,107,105,105,116,せいぎ,865,299,355,301.5,212,221,223,949
4280,ハクリー・ターバイ,はくりー・たーばい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,山,FW,選手,超越,-,無所属,主に食べものを販売する 宇宙の行商人。 価格を抑えて大量に売ることで利益を出す。,154,145,133,107,105,105,116,きずな,865,299,355,301.5,212,221,223,949
4281,センキー・ヤクバンライ,せんきー・やくばんらい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,FW,選手,超越,-,無所属,主に装備品を販売する 宇宙の行商人。 大勢のお客さんが来店する日を夢見ている。,154,145,133,107,105,105,116,カウンター,865,299,355,301.5,212,221,223,949
4282,ウリッキィ・レゴーメン,うりっきぃ・れごーめん,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,林,GK,選手,超越,-,無所属,主に技の秘伝書を販売する 宇宙の行商人。 彼の店は肝心な商品に限って品切れが多い。,110,120,113,123,133,141,120,せいぎ,860,230,288,303.5,256,253,243,1209
4283,シヨウバ・イーハンジョ,しようば・いーはんじょ,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,DF,選手,超越,-,無所属,ウリッキィの師匠にあたる 宇宙の行商人。 卓越したセールストークが 業界では有名。,110,116,117,127,133,113,145,せいぎ,861,226,288,318.5,260,278,272,1105
4284,モーカ・リマッカー,もーか・りまっかー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,DF,選手,超越,-,無所属,宇宙の行商人たちと共に行動している。 ハイテンションな客寄せが 彼の仕事だ。,110,116,117,127,133,113,145,ラフ,861,226,288,318.5,260,278,272,1105
4285,ホネーナ・シサンゴー,ほねーな・しさんごー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,火,DF,選手,超越,-,無所属,ブニョブニョとした 柔らかいお肌が自慢。 寝る前に頭部の触手をマッサージしている。,110,116,117,127,133,113,145,ラフ,861,226,288,318.5,260,278,272,1105
4286,ヨツメ・ウミッキィ,よつめ・うみっきぃ,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,風,DF,選手,超越,-,無所属,普段は 主に海中で生活している種族のため 地上で行動するときは 呼吸装置をつける。,110,116,117,127,133,113,145,きずな,861,226,288,318.5,260,278,272,1105
4287,ギーブ＆ティク,ぎーぶ＆てぃく,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,FW,選手,超越,-,無所属,身体を提供するギーブと 頭部のテイクは 互いを必要とし 共存しているのだという。,154,145,133,107,105,105,116,せいぎ,865,299,355,301.5,212,221,223,949
4288,モチツ＆モータレツ,もちつ＆もーたれつ,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,山,FW,選手,超越,-,無所属,モチツの頭に寄生しているモータレツは 敏感に危機を察知して 彼女の身を守る。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
4289,トッグ・ローマク,とっぐ・ろーまく,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,MF,選手,超越,-,無所属,吸盤がついた触手をウネウネと動かして 食事や洗顔など 器用にこなすことができる。,126,145,147,107,105,105,130,テンション,865,271,355,329.5,212,235,237,949
4290,エルエ・スーアイ,えるえ・すーあい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,不明,山,MF,選手,超越,-,無所属,古い電子機器に 小型の宇宙生命体が侵入し 人型の知的生命体として行動を始めた。,130,141,137,113,114,105,126,せいぎ,866,271,343,315.5,227,240,239,988
4291,トール・ネイド,とーる・ねいど,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,GK,選手,超越,-,無所属,髪とも髭とも区別がつかないほどの体毛は その日の体調によって巻き具合が変化する。,110,120,113,123,133,141,120,きずな,860,230,288,303.5,256,253,243,1209
4292,イース・ターモアイ,いーす・たーもあい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,山,DF,選手,超越,-,無所属,特にすることがないときは 日がな一日 空をじっと見上げて ほとんど動かない。,110,116,117,127,133,113,145,きずな,861,226,288,318.5,260,278,272,1105
4293,マヌーバ・ギブツ,まぬーば・ぎぶつ,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,風,FW,選手,超越,-,無所属,報酬さえ支払えばどんな仕事も引き受ける。 得意の変装で 剣城に成りすましていた。,154,145,133,107,105,105,116,せいぎ,865,299,355,301.5,212,221,223,949
4294,クローヨ・ロイ,くろーよ・ろい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,DF,選手,超越,-,無所属,黒いヘルムをかぶっているように見えるが 鋼のような皮膚であり 中身は空っぽだ。,106,110,107,133,138,113,154,きずな,861,216,270,317.5,271,292,287,1132
4295,カベニミィ・ミアリー,かべにみぃ・みありー,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,女,林,GK,選手,超越,-,無所属,聴力が優れており 目を閉じて集中すれば １００キロ先の音も聞き取ることができる。,110,120,113,123,133,141,120,ひっさつ,860,230,288,303.5,256,253,243,1209
4296,フーウ・センバルン,ふーう・せんばるん,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,GK,選手,超越,-,無所属,ゴムのような 弾力のある質感の皮膚を持ち 感情によって しぼんだり膨らんだりする。,110,120,113,123,133,141,120,カウンター,860,230,288,303.5,256,253,243,1209
4297,タゲー・ハムゲイ,たげー・はむげい,1,イナズマイレブンGO ギャラクシー ビッグバン／スーパーノヴァ,男,火,MF,選手,超越,-,無所属,異星人同士の両親を持つ ハーフの異星人。 なんでもできる反面 決め手に欠けるヤツ。,130,141,137,113,114,105,126,テンション,866,271,343,315.5,227,240,239,988
